review_tokens,Sentimen,sentimen,classified_text,tweet_text,sentence_score,max_positive,max_negative,kelas
bintang karena pertamanya dikirimin yang expired sedangkan pembelian harga normal sebelum beli sudah chat tanya perbedaan harga normal dan sale sale expired dan normal expired walaupun akhirnya bisa return dan ganti yang expired tapi proses return nya itu ribet banget terutama pihak expedisi sicepat yang tidak segera pick up sampai hari maksudnya kalau dari awal teliti saya enggak perlu buang waktu untuk mengurusi return nya semoga kedepannya makin teliti ya untuk packing sudah aman bagus admin juga responsive thank you,Negatif,"{'classified_text': 'bintang karena pertamanya dikirimin yang expired sedangkan pembelian harga normal [-1] sebelum beli sudah chat tanya perbedaan harga normal [-1] dan sale sale expired dan normal [-1] expired walaupun akhirnya bisa return dan ganti yang expired tapi proses return nya itu ribet banget terutama pihak expedisi sicepat yang tidak segera pick up sampai hari maksudnya kalau dari awal teliti saya enggak perlu buang [-3] waktu untuk mengurusi return nya semoga kedepannya makin teliti ya untuk packing sudah aman [4] bagus [5] admin juga responsive thank you', 'tweet_text': ' bintang karena pertamanya dikirimin yang expired sedangkan pembelian harga normal sebelum beli sudah chat tanya perbedaan harga normal dan sale sale expired dan normal expired walaupun akhirnya bisa return dan ganti yang expired tapi proses return nya itu ribet banget terutama pihak expedisi sicepat yang tidak segera pick up sampai hari maksudnya kalau dari awal teliti saya enggak perlu buang waktu untuk mengurusi return nya semoga kedepannya makin teliti ya untuk packing sudah aman bagus admin juga responsive thank you', 'sentence_score': ['bintang karena pertamanya dikirimin yang expired sedangkan pembelian harga normal [-1] sebelum beli sudah chat tanya perbedaan harga normal [-1] dan sale sale expired dan normal [-1] expired walaupun akhirnya bisa return dan ganti yang expired tapi proses return nya itu ribet banget terutama pihak expedisi sicepat yang tidak segera pick up sampai hari maksudnya kalau dari awal teliti saya enggak perlu buang [-3] waktu untuk mengurusi return nya semoga kedepannya makin teliti ya untuk packing sudah aman [4] bagus [5] admin juga responsive thank you'], 'max_positive': 5, 'max_negative': -3, 'kelas': 'positif'}",bintang karena pertamanya dikirimin yang expired sedangkan pembelian harga normal [-1] sebelum beli sudah chat tanya perbedaan harga normal [-1] dan sale sale expired dan normal [-1] expired walaupun akhirnya bisa return dan ganti yang expired tapi proses return nya itu ribet banget terutama pihak expedisi sicepat yang tidak segera pick up sampai hari maksudnya kalau dari awal teliti saya enggak perlu buang [-3] waktu untuk mengurusi return nya semoga kedepannya makin teliti ya untuk packing sudah aman [4] bagus [5] admin juga responsive thank you, bintang karena pertamanya dikirimin yang expired sedangkan pembelian harga normal sebelum beli sudah chat tanya perbedaan harga normal dan sale sale expired dan normal expired walaupun akhirnya bisa return dan ganti yang expired tapi proses return nya itu ribet banget terutama pihak expedisi sicepat yang tidak segera pick up sampai hari maksudnya kalau dari awal teliti saya enggak perlu buang waktu untuk mengurusi return nya semoga kedepannya makin teliti ya untuk packing sudah aman bagus admin juga responsive thank you,['bintang karena pertamanya dikirimin yang expired sedangkan pembelian harga normal [-1] sebelum beli sudah chat tanya perbedaan harga normal [-1] dan sale sale expired dan normal [-1] expired walaupun akhirnya bisa return dan ganti yang expired tapi proses return nya itu ribet banget terutama pihak expedisi sicepat yang tidak segera pick up sampai hari maksudnya kalau dari awal teliti saya enggak perlu buang [-3] waktu untuk mengurusi return nya semoga kedepannya makin teliti ya untuk packing sudah aman [4] bagus [5] admin juga responsive thank you'],5,-3,positif
packing aman dan expired masih lama,Positif,"{'classified_text': 'packing aman [4] dan expired masih lama [-2]', 'tweet_text': ' packing aman dan expired masih lama', 'sentence_score': ['packing aman [4] dan expired masih lama [-2]'], 'max_positive': 4, 'max_negative': -2, 'kelas': 'positif'}",packing aman [4] dan expired masih lama [-2], packing aman dan expired masih lama,['packing aman [4] dan expired masih lama [-2]'],4,-2,positif
huhu serum nya sudah datang cepat banget pengiriman beli dapat harga diskon baru pertama pakai ini semoga cocok di muka ku tipe kulitku normal,Positif,"{'classified_text': 'huhu serum nya sudah datang cepat [5] banget pengiriman beli dapat harga diskon baru pertama pakai ini semoga cocok [3] di muka ku tipe kulitku normal [-1]', 'tweet_text': ' huhu serum nya sudah datang cepat banget pengiriman beli dapat harga diskon baru pertama pakai ini semoga cocok di muka ku tipe kulitku normal', 'sentence_score': ['huhu serum nya sudah datang cepat [5] banget pengiriman beli dapat harga diskon baru pertama pakai ini semoga cocok [3] di muka ku tipe kulitku normal [-1]'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",huhu serum nya sudah datang cepat [5] banget pengiriman beli dapat harga diskon baru pertama pakai ini semoga cocok [3] di muka ku tipe kulitku normal [-1], huhu serum nya sudah datang cepat banget pengiriman beli dapat harga diskon baru pertama pakai ini semoga cocok di muka ku tipe kulitku normal,['huhu serum nya sudah datang cepat [5] banget pengiriman beli dapat harga diskon baru pertama pakai ini semoga cocok [3] di muka ku tipe kulitku normal [-1]'],5,-1,positif
tipe kulitku sensitif,Netral,"{'classified_text': 'tipe kulitku sensitif [-2]', 'tweet_text': ' tipe kulitku sensitif', 'sentence_score': ['tipe kulitku sensitif [-2]'], 'max_positive': 1, 'max_negative': -2, 'kelas': 'negatif'}",tipe kulitku sensitif [-2], tipe kulitku sensitif,['tipe kulitku sensitif [-2]'],1,-2,negatif
ini kenapa paket saya di lempar sama kurir ya sudah jelas jelas ada tulisan fragile di dusnya,Negatif,"{'classified_text': 'ini kenapa paket saya di lempar sama kurir ya sudah jelas [4] jelas [5] ada tulisan fragile di dusnya', 'tweet_text': ' ini kenapa paket saya di lempar sama kurir ya sudah jelas jelas ada tulisan fragile di dusnya', 'sentence_score': ['ini kenapa paket saya di lempar sama kurir ya sudah jelas [4] jelas [5] ada tulisan fragile di dusnya'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",ini kenapa paket saya di lempar sama kurir ya sudah jelas [4] jelas [5] ada tulisan fragile di dusnya, ini kenapa paket saya di lempar sama kurir ya sudah jelas jelas ada tulisan fragile di dusnya,['ini kenapa paket saya di lempar sama kurir ya sudah jelas [4] jelas [5] ada tulisan fragile di dusnya'],5,-1,positif
barang sudah sampai baru pertama kali mencoba semoga cocok,Netral,"{'classified_text': 'barang sudah sampai baru pertama kali mencoba semoga cocok [3]', 'tweet_text': ' barang sudah sampai baru pertama kali mencoba semoga cocok', 'sentence_score': ['barang sudah sampai baru pertama kali mencoba semoga cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",barang sudah sampai baru pertama kali mencoba semoga cocok [3], barang sudah sampai baru pertama kali mencoba semoga cocok,['barang sudah sampai baru pertama kali mencoba semoga cocok [3]'],3,-1,positif
serum terbaik buat memperbaiki skin barier yang rusak pakai serum ini sejak dan hasilnya jerawatku enggak pernah muncul lagi dan kulitku jadi enggak pernah rewel lagi please jangan sampai enggak produksi lagi serum ini karena sudah jadi pakai kulit aku,Positif,"{'classified_text': 'serum terbaik [4] buat memperbaiki skin barier yang rusak [-4] pakai serum ini sejak dan hasilnya jerawatku enggak pernah muncul lagi dan kulitku jadi enggak pernah rewel [-2] lagi please jangan sampai enggak produksi lagi serum ini karena sudah jadi pakai kulit aku', 'tweet_text': ' serum terbaik buat memperbaiki skin barier yang rusak pakai serum ini sejak dan hasilnya jerawatku enggak pernah muncul lagi dan kulitku jadi enggak pernah rewel lagi please jangan sampai enggak produksi lagi serum ini karena sudah jadi pakai kulit aku', 'sentence_score': ['serum terbaik [4] buat memperbaiki skin barier yang rusak [-4] pakai serum ini sejak dan hasilnya jerawatku enggak pernah muncul lagi dan kulitku jadi enggak pernah rewel [-2] lagi please jangan sampai enggak produksi lagi serum ini karena sudah jadi pakai kulit aku'], 'max_positive': 4, 'max_negative': -4, 'kelas': 'netral'}",serum terbaik [4] buat memperbaiki skin barier yang rusak [-4] pakai serum ini sejak dan hasilnya jerawatku enggak pernah muncul lagi dan kulitku jadi enggak pernah rewel [-2] lagi please jangan sampai enggak produksi lagi serum ini karena sudah jadi pakai kulit aku, serum terbaik buat memperbaiki skin barier yang rusak pakai serum ini sejak dan hasilnya jerawatku enggak pernah muncul lagi dan kulitku jadi enggak pernah rewel lagi please jangan sampai enggak produksi lagi serum ini karena sudah jadi pakai kulit aku,['serum terbaik [4] buat memperbaiki skin barier yang rusak [-4] pakai serum ini sejak dan hasilnya jerawatku enggak pernah muncul lagi dan kulitku jadi enggak pernah rewel [-2] lagi please jangan sampai enggak produksi lagi serum ini karena sudah jadi pakai kulit aku'],4,-4,netral
mencari alternatif ingredients yang bisa menyamarkan bekas jerawat aku karena enggak cocok sama vit niacin dan alpha arbutin,Netral,"{'classified_text': 'mencari alternatif ingredients yang bisa menyamarkan [-3] bekas [-5] jerawat aku karena enggak cocok [-3] sama vit niacin dan alpha arbutin', 'tweet_text': ' mencari alternatif ingredients yang bisa menyamarkan bekas jerawat aku karena enggak cocok sama vit niacin dan alpha arbutin', 'sentence_score': ['mencari alternatif ingredients yang bisa menyamarkan [-3] bekas [-5] jerawat aku karena enggak cocok [-3] sama vit niacin dan alpha arbutin'], 'max_positive': 1, 'max_negative': -5, 'kelas': 'negatif'}",mencari alternatif ingredients yang bisa menyamarkan [-3] bekas [-5] jerawat aku karena enggak cocok [-3] sama vit niacin dan alpha arbutin, mencari alternatif ingredients yang bisa menyamarkan bekas jerawat aku karena enggak cocok sama vit niacin dan alpha arbutin,['mencari alternatif ingredients yang bisa menyamarkan [-3] bekas [-5] jerawat aku karena enggak cocok [-3] sama vit niacin dan alpha arbutin'],1,-5,negatif
dulu sudah pernah memakai dan ngefek banget ke kulit bikin jadi lembab dan enggak beruntusan tapi dibarengin sama refining tonernya juga,Positif,"{'classified_text': 'dulu sudah pernah memakai dan ngefek banget ke kulit bikin jadi lembab dan enggak beruntusan tapi dibarengin sama refining tonernya juga', 'tweet_text': ' dulu sudah pernah memakai dan ngefek banget ke kulit bikin jadi lembab dan enggak beruntusan tapi dibarengin sama refining tonernya juga', 'sentence_score': ['dulu sudah pernah memakai dan ngefek banget ke kulit bikin jadi lembab dan enggak beruntusan tapi dibarengin sama refining tonernya juga'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",dulu sudah pernah memakai dan ngefek banget ke kulit bikin jadi lembab dan enggak beruntusan tapi dibarengin sama refining tonernya juga, dulu sudah pernah memakai dan ngefek banget ke kulit bikin jadi lembab dan enggak beruntusan tapi dibarengin sama refining tonernya juga,['dulu sudah pernah memakai dan ngefek banget ke kulit bikin jadi lembab dan enggak beruntusan tapi dibarengin sama refining tonernya juga'],1,-1,netral
pesan tanggal dikirim tanggal padahal tanggal sudah harus dibawa terbang kecewa karena sudah dua kali mendapatkan pelayanan yang kurang menyenangkan padahal produk bagus dan sudah menjadi pengguna tetap avoskin,Negatif,"{'classified_text': 'pesan tanggal dikirim tanggal padahal tanggal sudah harus dibawa terbang kecewa [-3] karena sudah dua kali mendapatkan pelayanan yang kurang [-2] menyenangkan [2] padahal produk bagus [4] dan sudah menjadi pengguna tetap avoskin', 'tweet_text': ' pesan tanggal dikirim tanggal padahal tanggal sudah harus dibawa terbang kecewa karena sudah dua kali mendapatkan pelayanan yang kurang menyenangkan padahal produk bagus dan sudah menjadi pengguna tetap avoskin', 'sentence_score': ['pesan tanggal dikirim tanggal padahal tanggal sudah harus dibawa terbang kecewa [-3] karena sudah dua kali mendapatkan pelayanan yang kurang [-2] menyenangkan [2] padahal produk bagus [4] dan sudah menjadi pengguna tetap avoskin'], 'max_positive': 4, 'max_negative': -3, 'kelas': 'positif'}",pesan tanggal dikirim tanggal padahal tanggal sudah harus dibawa terbang kecewa [-3] karena sudah dua kali mendapatkan pelayanan yang kurang [-2] menyenangkan [2] padahal produk bagus [4] dan sudah menjadi pengguna tetap avoskin, pesan tanggal dikirim tanggal padahal tanggal sudah harus dibawa terbang kecewa karena sudah dua kali mendapatkan pelayanan yang kurang menyenangkan padahal produk bagus dan sudah menjadi pengguna tetap avoskin,['pesan tanggal dikirim tanggal padahal tanggal sudah harus dibawa terbang kecewa [-3] karena sudah dua kali mendapatkan pelayanan yang kurang [-2] menyenangkan [2] padahal produk bagus [4] dan sudah menjadi pengguna tetap avoskin'],4,-3,positif
bagus sih produknya cocok cuma sedikit kecewa packagingnya kurang aman enggak ada bublewrapnya padahal perjalanan jauh dari sidoarjo sampai jakarta,Negatif,"{'classified_text': 'bagus [4] sih produknya cocok [3] cuma sedikit kecewa [-1] packagingnya kurang [-2] aman [2] enggak ada bublewrapnya padahal perjalanan jauh [-2] dari sidoarjo sampai jakarta', 'tweet_text': ' bagus sih produknya cocok cuma sedikit kecewa packagingnya kurang aman enggak ada bublewrapnya padahal perjalanan jauh dari sidoarjo sampai jakarta', 'sentence_score': ['bagus [4] sih produknya cocok [3] cuma sedikit kecewa [-1] packagingnya kurang [-2] aman [2] enggak ada bublewrapnya padahal perjalanan jauh [-2] dari sidoarjo sampai jakarta'], 'max_positive': 4, 'max_negative': -2, 'kelas': 'positif'}",bagus [4] sih produknya cocok [3] cuma sedikit kecewa [-1] packagingnya kurang [-2] aman [2] enggak ada bublewrapnya padahal perjalanan jauh [-2] dari sidoarjo sampai jakarta, bagus sih produknya cocok cuma sedikit kecewa packagingnya kurang aman enggak ada bublewrapnya padahal perjalanan jauh dari sidoarjo sampai jakarta,['bagus [4] sih produknya cocok [3] cuma sedikit kecewa [-1] packagingnya kurang [-2] aman [2] enggak ada bublewrapnya padahal perjalanan jauh [-2] dari sidoarjo sampai jakarta'],4,-2,positif
pengirimannya pakai sicepat tapi sangat lambat sudah ada gudang tanggal baru diantar ke rumah tanggal sayang banget enggak sesuai nama,Negatif,"{'classified_text': 'pengirimannya pakai sicepat tapi sangat lambat [-5] sudah ada gudang tanggal baru diantar ke rumah tanggal sayang [5] banget enggak sesuai [-3] nama', 'tweet_text': ' pengirimannya pakai sicepat tapi sangat lambat sudah ada gudang tanggal baru diantar ke rumah tanggal sayang banget enggak sesuai nama', 'sentence_score': ['pengirimannya pakai sicepat tapi sangat lambat [-5] sudah ada gudang tanggal baru diantar ke rumah tanggal sayang [5] banget enggak sesuai [-3] nama'], 'max_positive': 5, 'max_negative': -5, 'kelas': 'netral'}",pengirimannya pakai sicepat tapi sangat lambat [-5] sudah ada gudang tanggal baru diantar ke rumah tanggal sayang [5] banget enggak sesuai [-3] nama, pengirimannya pakai sicepat tapi sangat lambat sudah ada gudang tanggal baru diantar ke rumah tanggal sayang banget enggak sesuai nama,['pengirimannya pakai sicepat tapi sangat lambat [-5] sudah ada gudang tanggal baru diantar ke rumah tanggal sayang [5] banget enggak sesuai [-3] nama'],5,-5,netral
paket diterima dengan keadaan baik,Positif,"{'classified_text': 'paket diterima dengan keadaan baik [4]', 'tweet_text': ' paket diterima dengan keadaan baik', 'sentence_score': ['paket diterima dengan keadaan baik [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",paket diterima dengan keadaan baik [4], paket diterima dengan keadaan baik,['paket diterima dengan keadaan baik [4]'],4,-1,positif
baru pertama pakai semoga cocok ya min tipe kulitku berminyak tipe kulitku kombinasi,Netral,"{'classified_text': 'baru pertama pakai semoga cocok [3] ya min tipe kulitku berminyak tipe kulitku kombinasi', 'tweet_text': ' baru pertama pakai semoga cocok ya min tipe kulitku berminyak tipe kulitku kombinasi', 'sentence_score': ['baru pertama pakai semoga cocok [3] ya min tipe kulitku berminyak tipe kulitku kombinasi'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",baru pertama pakai semoga cocok [3] ya min tipe kulitku berminyak tipe kulitku kombinasi, baru pertama pakai semoga cocok ya min tipe kulitku berminyak tipe kulitku kombinasi,['baru pertama pakai semoga cocok [3] ya min tipe kulitku berminyak tipe kulitku kombinasi'],3,-1,positif
fast respon,Positif,"{'classified_text': 'fast respon', 'tweet_text': ' fast respon', 'sentence_score': ['fast respon'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",fast respon, fast respon,['fast respon'],1,-1,netral
nice,Positif,"{'classified_text': 'nice', 'tweet_text': ' nice', 'sentence_score': ['nice'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",nice, nice,['nice'],1,-1,netral
worth the price pcs dapat harga cashback,Netral,"{'classified_text': 'worth the price pcs dapat harga cashback', 'tweet_text': ' worth the price pcs dapat harga cashback', 'sentence_score': ['worth the price pcs dapat harga cashback'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",worth the price pcs dapat harga cashback, worth the price pcs dapat harga cashback,['worth the price pcs dapat harga cashback'],1,-1,netral
thanks ya,Positif,"{'classified_text': 'thanks ya', 'tweet_text': ' thanks ya', 'sentence_score': ['thanks ya'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",thanks ya, thanks ya,['thanks ya'],1,-1,netral
packing aman banget semoga cocok,Positif,"{'classified_text': 'packing aman [5] banget semoga cocok [3]', 'tweet_text': ' packing aman banget semoga cocok', 'sentence_score': ['packing aman [5] banget semoga cocok [3]'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",packing aman [5] banget semoga cocok [3], packing aman banget semoga cocok,['packing aman [5] banget semoga cocok [3]'],5,-1,positif
alhamdulillah aku cocok pakai azarine kulit wajah ku perlahan teratasi dengan azarine thanks azarine,Positif,"{'classified_text': 'alhamdulillah aku cocok [3] pakai azarine kulit wajah ku perlahan teratasi dengan azarine thanks azarine', 'tweet_text': ' alhamdulillah aku cocok pakai azarine kulit wajah ku perlahan teratasi dengan azarine thanks azarine', 'sentence_score': ['alhamdulillah aku cocok [3] pakai azarine kulit wajah ku perlahan teratasi dengan azarine thanks azarine'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",alhamdulillah aku cocok [3] pakai azarine kulit wajah ku perlahan teratasi dengan azarine thanks azarine, alhamdulillah aku cocok pakai azarine kulit wajah ku perlahan teratasi dengan azarine thanks azarine,['alhamdulillah aku cocok [3] pakai azarine kulit wajah ku perlahan teratasi dengan azarine thanks azarine'],3,-1,positif
repurchased indak bikin kusam affordable,Netral,"{'classified_text': 'repurchased indak bikin kusam [-3] affordable', 'tweet_text': ' repurchased indak bikin kusam affordable', 'sentence_score': ['repurchased indak bikin kusam [-3] affordable'], 'max_positive': 1, 'max_negative': -3, 'kelas': 'negatif'}",repurchased indak bikin kusam [-3] affordable, repurchased indak bikin kusam affordable,['repurchased indak bikin kusam [-3] affordable'],1,-3,negatif
