review_tokens_SR,Sentimen,sentimen,classified_text,tweet_text,sentence_score,max_positive,max_negative,kelas
pesan tanggal dikirim tanggal padahal tanggal dibawa terbang kecewa kali mendapatkan pelayanan kurang menyenangkan padahal produk bagus menjadi pengguna tetap avoskin,Negatif,"{'classified_text': 'pesan tanggal dikirim tanggal padahal tanggal dibawa terbang kecewa [-4] kali mendapatkan pelayanan kurang [-2] menyenangkan [2] padahal produk bagus [4] menjadi pengguna tetap avoskin', 'tweet_text': ' pesan tanggal dikirim tanggal padahal tanggal dibawa terbang kecewa kali mendapatkan pelayanan kurang menyenangkan padahal produk bagus menjadi pengguna tetap avoskin', 'sentence_score': ['pesan tanggal dikirim tanggal padahal tanggal dibawa terbang kecewa [-4] kali mendapatkan pelayanan kurang [-2] menyenangkan [2] padahal produk bagus [4] menjadi pengguna tetap avoskin'], 'max_positive': 4, 'max_negative': -4, 'kelas': 'netral'}",pesan tanggal dikirim tanggal padahal tanggal dibawa terbang kecewa [-4] kali mendapatkan pelayanan kurang [-2] menyenangkan [2] padahal produk bagus [4] menjadi pengguna tetap avoskin, pesan tanggal dikirim tanggal padahal tanggal dibawa terbang kecewa kali mendapatkan pelayanan kurang menyenangkan padahal produk bagus menjadi pengguna tetap avoskin,['pesan tanggal dikirim tanggal padahal tanggal dibawa terbang kecewa [-4] kali mendapatkan pelayanan kurang [-2] menyenangkan [2] padahal produk bagus [4] menjadi pengguna tetap avoskin'],4,-4,netral
bagus sih produknya cocok cuma sedikit kecewa packagingnya kurang aman enggak bublewrapnya padahal perjalanan jauh sidoarjo jakarta,Negatif,"{'classified_text': 'bagus [4] sih produknya cocok [3] cuma sedikit kecewa [-1] packagingnya kurang [-2] aman [2] enggak bublewrapnya padahal perjalanan jauh [-2] sidoarjo jakarta', 'tweet_text': ' bagus sih produknya cocok cuma sedikit kecewa packagingnya kurang aman enggak bublewrapnya padahal perjalanan jauh sidoarjo jakarta', 'sentence_score': ['bagus [4] sih produknya cocok [3] cuma sedikit kecewa [-1] packagingnya kurang [-2] aman [2] enggak bublewrapnya padahal perjalanan jauh [-2] sidoarjo jakarta'], 'max_positive': 4, 'max_negative': -2, 'kelas': 'positif'}",bagus [4] sih produknya cocok [3] cuma sedikit kecewa [-1] packagingnya kurang [-2] aman [2] enggak bublewrapnya padahal perjalanan jauh [-2] sidoarjo jakarta, bagus sih produknya cocok cuma sedikit kecewa packagingnya kurang aman enggak bublewrapnya padahal perjalanan jauh sidoarjo jakarta,['bagus [4] sih produknya cocok [3] cuma sedikit kecewa [-1] packagingnya kurang [-2] aman [2] enggak bublewrapnya padahal perjalanan jauh [-2] sidoarjo jakarta'],4,-2,positif
pengirimannya pakai sicepat sangat lambat gudang tanggal baru diantar rumah tanggal sayang banget enggak sesuai nama,Negatif,"{'classified_text': 'pengirimannya pakai sicepat sangat lambat [-5] gudang tanggal baru diantar rumah tanggal sayang [5] banget enggak sesuai [-3] nama', 'tweet_text': ' pengirimannya pakai sicepat sangat lambat gudang tanggal baru diantar rumah tanggal sayang banget enggak sesuai nama', 'sentence_score': ['pengirimannya pakai sicepat sangat lambat [-5] gudang tanggal baru diantar rumah tanggal sayang [5] banget enggak sesuai [-3] nama'], 'max_positive': 5, 'max_negative': -5, 'kelas': 'netral'}",pengirimannya pakai sicepat sangat lambat [-5] gudang tanggal baru diantar rumah tanggal sayang [5] banget enggak sesuai [-3] nama, pengirimannya pakai sicepat sangat lambat gudang tanggal baru diantar rumah tanggal sayang banget enggak sesuai nama,['pengirimannya pakai sicepat sangat lambat [-5] gudang tanggal baru diantar rumah tanggal sayang [5] banget enggak sesuai [-3] nama'],5,-5,netral
paket diterima keadaan baik,Positif,"{'classified_text': 'paket diterima keadaan baik [4]', 'tweet_text': ' paket diterima keadaan baik', 'sentence_score': ['paket diterima keadaan baik [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",paket diterima keadaan baik [4], paket diterima keadaan baik,['paket diterima keadaan baik [4]'],4,-1,positif
baru pertama pakai semoga cocok min tipe kulitku berminyak tipe kulitku kombinasi,Netral,"{'classified_text': 'baru pertama pakai semoga cocok [3] min tipe kulitku berminyak tipe kulitku kombinasi', 'tweet_text': ' baru pertama pakai semoga cocok min tipe kulitku berminyak tipe kulitku kombinasi', 'sentence_score': ['baru pertama pakai semoga cocok [3] min tipe kulitku berminyak tipe kulitku kombinasi'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",baru pertama pakai semoga cocok [3] min tipe kulitku berminyak tipe kulitku kombinasi, baru pertama pakai semoga cocok min tipe kulitku berminyak tipe kulitku kombinasi,['baru pertama pakai semoga cocok [3] min tipe kulitku berminyak tipe kulitku kombinasi'],3,-1,positif
fast respon,Positif,"{'classified_text': 'fast respon', 'tweet_text': ' fast respon', 'sentence_score': ['fast respon'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",fast respon, fast respon,['fast respon'],1,-1,netral
nice,Positif,"{'classified_text': 'nice', 'tweet_text': ' nice', 'sentence_score': ['nice'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",nice, nice,['nice'],1,-1,netral
worth the price pcs harga cashback,Netral,"{'classified_text': 'worth the price pcs harga cashback', 'tweet_text': ' worth the price pcs harga cashback', 'sentence_score': ['worth the price pcs harga cashback'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",worth the price pcs harga cashback, worth the price pcs harga cashback,['worth the price pcs harga cashback'],1,-1,netral
thanks,Positif,"{'classified_text': 'thanks', 'tweet_text': ' thanks', 'sentence_score': ['thanks'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",thanks, thanks,['thanks'],1,-1,netral
packing aman banget semoga cocok,Positif,"{'classified_text': 'packing aman [5] banget semoga cocok [3]', 'tweet_text': ' packing aman banget semoga cocok', 'sentence_score': ['packing aman [5] banget semoga cocok [3]'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",packing aman [5] banget semoga cocok [3], packing aman banget semoga cocok,['packing aman [5] banget semoga cocok [3]'],5,-1,positif
alhamdulillah aku cocok pakai azarine kulit wajah ku perlahan teratasi azarine thanks azarine,Positif,"{'classified_text': 'alhamdulillah aku cocok [3] pakai azarine kulit wajah ku perlahan teratasi azarine thanks azarine', 'tweet_text': ' alhamdulillah aku cocok pakai azarine kulit wajah ku perlahan teratasi azarine thanks azarine', 'sentence_score': ['alhamdulillah aku cocok [3] pakai azarine kulit wajah ku perlahan teratasi azarine thanks azarine'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",alhamdulillah aku cocok [3] pakai azarine kulit wajah ku perlahan teratasi azarine thanks azarine, alhamdulillah aku cocok pakai azarine kulit wajah ku perlahan teratasi azarine thanks azarine,['alhamdulillah aku cocok [3] pakai azarine kulit wajah ku perlahan teratasi azarine thanks azarine'],3,-1,positif
repurchased indak bikin kusam affordable,Netral,"{'classified_text': 'repurchased indak bikin kusam [-3] affordable', 'tweet_text': ' repurchased indak bikin kusam affordable', 'sentence_score': ['repurchased indak bikin kusam [-3] affordable'], 'max_positive': 1, 'max_negative': -3, 'kelas': 'negatif'}",repurchased indak bikin kusam [-3] affordable, repurchased indak bikin kusam affordable,['repurchased indak bikin kusam [-3] affordable'],1,-3,negatif
isinya dikit banget bingung mengira enggak isinya,Negatif,"{'classified_text': 'isinya dikit banget bingung [-4] mengira enggak isinya', 'tweet_text': ' isinya dikit banget bingung mengira enggak isinya', 'sentence_score': ['isinya dikit banget bingung [-4] mengira enggak isinya'], 'max_positive': 1, 'max_negative': -4, 'kelas': 'negatif'}",isinya dikit banget bingung [-4] mengira enggak isinya, isinya dikit banget bingung mengira enggak isinya,['isinya dikit banget bingung [-4] mengira enggak isinya'],1,-4,negatif
ringan kulit warna pas,Netral,"{'classified_text': 'ringan kulit warna pas', 'tweet_text': ' ringan kulit warna pas', 'sentence_score': ['ringan kulit warna pas'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",ringan kulit warna pas, ringan kulit warna pas,['ringan kulit warna pas'],1,-1,netral
cepat ringan sesuai namanya tinted sunscreen buat menutupi kemerahan aku sebelumnya mencoba shade nina malah jadi kusam kuning akhirnya mencoba shade butter pas,Netral,"{'classified_text': 'cepat [4] ringan sesuai [3] namanya tinted sunscreen buat menutupi [-1] kemerahan aku sebelumnya mencoba shade nina malah jadi kusam [-3] kuning akhirnya mencoba shade butter pas', 'tweet_text': ' cepat ringan sesuai namanya tinted sunscreen buat menutupi kemerahan aku sebelumnya mencoba shade nina malah jadi kusam kuning akhirnya mencoba shade butter pas', 'sentence_score': ['cepat [4] ringan sesuai [3] namanya tinted sunscreen buat menutupi [-1] kemerahan aku sebelumnya mencoba shade nina malah jadi kusam [-3] kuning akhirnya mencoba shade butter pas'], 'max_positive': 4, 'max_negative': -3, 'kelas': 'positif'}",cepat [4] ringan sesuai [3] namanya tinted sunscreen buat menutupi [-1] kemerahan aku sebelumnya mencoba shade nina malah jadi kusam [-3] kuning akhirnya mencoba shade butter pas, cepat ringan sesuai namanya tinted sunscreen buat menutupi kemerahan aku sebelumnya mencoba shade nina malah jadi kusam kuning akhirnya mencoba shade butter pas,['cepat [4] ringan sesuai [3] namanya tinted sunscreen buat menutupi [-1] kemerahan aku sebelumnya mencoba shade nina malah jadi kusam [-3] kuning akhirnya mencoba shade butter pas'],4,-3,positif
cepat teksturnya creamy smugeproof loh warnanya kurang pigment,Negatif,"{'classified_text': 'cepat [4] teksturnya creamy smugeproof loh warnanya kurang [-2] pigment', 'tweet_text': ' cepat teksturnya creamy smugeproof loh warnanya kurang pigment', 'sentence_score': ['cepat [4] teksturnya creamy smugeproof loh warnanya kurang [-2] pigment'], 'max_positive': 4, 'max_negative': -2, 'kelas': 'positif'}",cepat [4] teksturnya creamy smugeproof loh warnanya kurang [-2] pigment, cepat teksturnya creamy smugeproof loh warnanya kurang pigment,['cepat [4] teksturnya creamy smugeproof loh warnanya kurang [-2] pigment'],4,-2,positif
teksturnya ringan mudah menyerap kulit spf nya jadi kalo dipakai daily walaupun enggak full coverage menutupi warna merata dimuka bakalan repurchase,Negatif,"{'classified_text': 'teksturnya ringan mudah [3] menyerap [1] kulit spf nya jadi kalo dipakai daily walaupun enggak full coverage menutupi [-1] warna merata [2] dimuka bakalan repurchase', 'tweet_text': ' teksturnya ringan mudah menyerap kulit spf nya jadi kalo dipakai daily walaupun enggak full coverage menutupi warna merata dimuka bakalan repurchase', 'sentence_score': ['teksturnya ringan mudah [3] menyerap [1] kulit spf nya jadi kalo dipakai daily walaupun enggak full coverage menutupi [-1] warna merata [2] dimuka bakalan repurchase'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",teksturnya ringan mudah [3] menyerap [1] kulit spf nya jadi kalo dipakai daily walaupun enggak full coverage menutupi [-1] warna merata [2] dimuka bakalan repurchase, teksturnya ringan mudah menyerap kulit spf nya jadi kalo dipakai daily walaupun enggak full coverage menutupi warna merata dimuka bakalan repurchase,['teksturnya ringan mudah [3] menyerap [1] kulit spf nya jadi kalo dipakai daily walaupun enggak full coverage menutupi [-1] warna merata [2] dimuka bakalan repurchase'],3,-1,positif
pengiriman cepat packing oke thanks,Netral,"{'classified_text': 'pengiriman cepat [4] packing oke [3] thanks', 'tweet_text': ' pengiriman cepat packing oke thanks', 'sentence_score': ['pengiriman cepat [4] packing oke [3] thanks'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",pengiriman cepat [4] packing oke [3] thanks, pengiriman cepat packing oke thanks,['pengiriman cepat [4] packing oke [3] thanks'],4,-1,positif
suka sama warnanya next order warna,Netral,"{'classified_text': 'suka [4] sama warnanya next order warna', 'tweet_text': ' suka sama warnanya next order warna', 'sentence_score': ['suka [4] sama warnanya next order warna'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",suka [4] sama warnanya next order warna, suka sama warnanya next order warna,['suka [4] sama warnanya next order warna'],4,-1,positif
tipe kulitku berminyak alhamdulillah cocok thanks,Netral,"{'classified_text': 'tipe kulitku berminyak alhamdulillah cocok [3] thanks', 'tweet_text': ' tipe kulitku berminyak alhamdulillah cocok thanks', 'sentence_score': ['tipe kulitku berminyak alhamdulillah cocok [3] thanks'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",tipe kulitku berminyak alhamdulillah cocok [3] thanks, tipe kulitku berminyak alhamdulillah cocok thanks,['tipe kulitku berminyak alhamdulillah cocok [3] thanks'],3,-1,positif
beli serum pas harga flash sale lumayan banget diskonnya packing oke pengiriman lumayan cepat produknya dicoba jadi kasih nilai,Positif,"{'classified_text': 'beli serum pas harga flash sale lumayan [3] banget diskonnya packing oke [3] pengiriman lumayan [2] cepat [5] produknya dicoba jadi kasih nilai [3]', 'tweet_text': ' beli serum pas harga flash sale lumayan banget diskonnya packing oke pengiriman lumayan cepat produknya dicoba jadi kasih nilai', 'sentence_score': ['beli serum pas harga flash sale lumayan [3] banget diskonnya packing oke [3] pengiriman lumayan [2] cepat [5] produknya dicoba jadi kasih nilai [3]'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",beli serum pas harga flash sale lumayan [3] banget diskonnya packing oke [3] pengiriman lumayan [2] cepat [5] produknya dicoba jadi kasih nilai [3], beli serum pas harga flash sale lumayan banget diskonnya packing oke pengiriman lumayan cepat produknya dicoba jadi kasih nilai,['beli serum pas harga flash sale lumayan [3] banget diskonnya packing oke [3] pengiriman lumayan [2] cepat [5] produknya dicoba jadi kasih nilai [3]'],5,-1,positif
jujur buat aku enggak cocok aku gapaham skincare cenderung asal beli cuma sepertinya works deh kalo memang cocok tipe kulitnya feel dimukanya dipakai lengket aku jadi enggak tidur miring terus bukan tipe skincare kalo kena angin adem mukanya cuma yaudah salahku,Negatif,"{'classified_text': 'jujur [4] buat aku enggak cocok [-3] aku gapaham skincare cenderung asal beli cuma [-2] sepertinya works deh kalo memang cocok [3] tipe kulitnya feel dimukanya dipakai lengket aku jadi enggak tidur miring [-1] terus bukan tipe skincare kalo kena angin adem mukanya cuma [-2] yaudah salahku', 'tweet_text': ' jujur buat aku enggak cocok aku gapaham skincare cenderung asal beli cuma sepertinya works deh kalo memang cocok tipe kulitnya feel dimukanya dipakai lengket aku jadi enggak tidur miring terus bukan tipe skincare kalo kena angin adem mukanya cuma yaudah salahku', 'sentence_score': ['jujur [4] buat aku enggak cocok [-3] aku gapaham skincare cenderung asal beli cuma [-2] sepertinya works deh kalo memang cocok [3] tipe kulitnya feel dimukanya dipakai lengket aku jadi enggak tidur miring [-1] terus bukan tipe skincare kalo kena angin adem mukanya cuma [-2] yaudah salahku'], 'max_positive': 4, 'max_negative': -3, 'kelas': 'positif'}",jujur [4] buat aku enggak cocok [-3] aku gapaham skincare cenderung asal beli cuma [-2] sepertinya works deh kalo memang cocok [3] tipe kulitnya feel dimukanya dipakai lengket aku jadi enggak tidur miring [-1] terus bukan tipe skincare kalo kena angin adem mukanya cuma [-2] yaudah salahku, jujur buat aku enggak cocok aku gapaham skincare cenderung asal beli cuma sepertinya works deh kalo memang cocok tipe kulitnya feel dimukanya dipakai lengket aku jadi enggak tidur miring terus bukan tipe skincare kalo kena angin adem mukanya cuma yaudah salahku,['jujur [4] buat aku enggak cocok [-3] aku gapaham skincare cenderung asal beli cuma [-2] sepertinya works deh kalo memang cocok [3] tipe kulitnya feel dimukanya dipakai lengket aku jadi enggak tidur miring [-1] terus bukan tipe skincare kalo kena angin adem mukanya cuma [-2] yaudah salahku'],4,-3,positif
hasil akhir bagus kayak kulit bersih sehat,Negatif,"{'classified_text': 'hasil akhir bagus [4] kayak kulit bersih [5] sehat [5]', 'tweet_text': ' hasil akhir bagus kayak kulit bersih sehat', 'sentence_score': ['hasil akhir bagus [4] kayak kulit bersih [5] sehat [5]'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",hasil akhir bagus [4] kayak kulit bersih [5] sehat [5], hasil akhir bagus kayak kulit bersih sehat,['hasil akhir bagus [4] kayak kulit bersih [5] sehat [5]'],5,-1,positif
